pattern_id,pattern_type,description,severity,detection_count,last_seen,created_at,feature_vector
SIG-0061,ip_hopping,Login attempts from multiple IP addresses across different countries in short timeframe. Variant 61: detected in retail channel with high confidence.,high,1107,2026-01-07,2024-11-03,"[-0.5153, -1.1383, -2.1737, -0.847, 0.4547, 0.0413, 0.0981, 0.1821, -0.0089, 1.5399, -0.3897, -0.8685, 1.6468, 0.7683, 0.2199, 2.1975, -1.0288, -1.1642, 0.0148, 0.7411, 0.8283, 1.1594, -1.4471, -0.352, -1.6288, -0.1615, -0.7739, -1.7019, 1.6315, 1.0788, -0.5966, 1.1161, 0.4653, 0.5978, 0.9981, 0.2438, 0.4485, -0.2956, 1.1619, 0.178, 0.057, 1.2482, -0.3893, -0.5371, 2.1038, 0.7286, 1.5066, 1.3027, -0.114, 1.9976, -0.5955, 1.0635, -0.4899, -0.5817, -0.9078, -0.0678, -0.9092, 0.833, -0.359, -0.2658, -0.5214, -0.5854, 0.0648, -0.5776]"
SIG-0062,ip_hopping,Login attempts from multiple IP addresses across different countries in short timeframe. Variant 62: detected in atm channel with high confidence.,high,4976,2026-01-06,2024-12-01,"[-1.6304, -0.6434, -0.6645, -0.287, -1.2958, 0.378, 1.4647, 0.4188, -0.7857, -1.4904, -0.4932, -1.061, -0.0925, 0.1442, -0.3439, 1.4495, 1.0328, -0.3028, -0.4432, 0.2505, -0.7312, 1.3264, -1.0908, 1.1145, -0.7875, 0.1825, -0.7996, -2.5755, 1.506, 1.8488, 0.4525, 0.2966, -0.5537, -0.0541, 0.8621, 1.1452, 1.2516, 1.3473, -1.0809, -1.3011, 2.5373, 1.7106, -0.3014, -0.2204, -0.1185, 0.9954, -0.15, 0.2996, 0.858, -0.3079, 0.0834, 0.7814, -2.0697, 2.1035, 0.3779, 0.8148, -0.0735, 1.2811, 2.9671, -0.7129, 1.1091, 2.0553, -1.4247, -0.119]"
SIG-0063,mfa_change_high_value,"MFA settings changed shortly before high-value wire transfer initiated, typical account takeover pattern. Variant 63: detected in atm channel with high confidence.",medium,2201,2026-01-01,2025-08-28,"[-1.201, 1.9767, 1.5193, -1.7962, -0.4154, -0.3956, -0.9067, -0.8596, 0.3584, -0.9643, 1.1983, 0.1844, -0.2613, -0.6681, -1.0793, 0.9737, 1.2148, 1.0518, -1.6418, -0.7948, -1.4506, 1.3377, 0.044, 0.4905, -1.0377, -0.8077, -0.6124, -0.3614, -0.1911, 0.2239, 1.0377, -1.1912, -0.6729, 0.4179, -0.5064, -1.019, 0.0863, -0.6377, 0.8022, 0.2304, -0.3355, 0.0975, -2.3046, -1.3101, -1.91, -0.813, 0.5586, -1.5187, 1.0584, -0.9042, 0.269, 0.5967, -1.3374, 1.5736, -1.6449, 1.6818, -1.2634, -1.4638, 0.5443, -1.471, -1.1463, 0.1064, 0.0185, 0.6858]"
SIG-0064,device_switching,Rapid switching between multiple devices and browsers suggesting credential sharing. Variant 64: detected in atm channel with medium confidence.,high,2854,2025-12-28,2025-02-20,"[-0.0905, -0.4126, 1.5117, -0.1986, -0.6587, 1.2845, 1.4979, -1.2855, 0.4152, -0.0707, -0.1106, 0.2372, -0.5261, -1.0019, -0.528, -0.5752, -0.6038, -1.793, 1.5508, -0.4274, -0.8436, 0.9031, 1.0083, 1.2523, -3.4554, -0.9649, 1.5201, -0.1625, 0.8984, -0.6968, -2.2931, 1.4441, 0.1801, -1.1796, -1.5173, -1.0107, 0.0565, 0.3174, -0.5461, 0.3355, -0.021, -1.2532, 0.1059, -2.8769, 1.4694, 0.014, -0.697, 2.3641, -0.4624, -1.327, 0.7571, 0.3674, -0.4241, -0.4824, -0.2795, 0.5723, 1.2766, 0.5661, -1.0415, -2.1217, 0.4919, -1.5332, 0.7831, -0.9296]"
SIG-0065,late_night_wire,High-value wire transfers initiated during unusual hours for the account holder timezone. Variant 65: detected in p2p channel with medium confidence.,high,1937,2026-02-15,2024-03-06,"[1.0403, 0.396, -1.0413, 0.3897, -0.4212, -1.0927, -0.0682, -1.4388, -0.5004, 0.0788, -0.643, 0.3377, -0.5937, -1.6614, 0.237, -0.535, 2.9708, -1.3001, 0.8673, -1.2815, -1.1406, -0.291, -0.4993, -1.7057, 0.664, 0.204, 1.9035, 0.2383, -0.2929, 0.7414, 1.1808, -1.3089, 0.0151, 0.2052, 1.7303, 0.2177, 0.5901, -1.8496, 0.1715, 0.9546, -0.4747, 0.6578, -1.4171, -0.9347, -0.205, 0.6553, -0.557, -0.0017, -1.077, -0.8144, 1.4252, 3.4865, 2.3884, 1.4393, -0.3202, -0.2836, -1.7662, -0.5568, 0.5073, -1.2404, 0.8325, 1.1795, -0.0193, -0.437]"
SIG-0066,mfa_change_high_value,"MFA settings changed shortly before high-value wire transfer initiated, typical account takeover pattern. Variant 66: detected in p2p channel with high confidence.",critical,3463,2026-02-16,2024-03-12,"[0.2108, -2.0204, -1.111, 0.2996, 1.2217, 1.375, 0.2093, -1.4125, 1.0461, 1.293, 0.169, -0.7599, 0.2773, -0.7701, 1.7565, -1.0892, 0.5965, -1.0488, -0.7969, 1.2258, -1.6311, -0.0603, -2.0088, -0.4263, 0.9566, 1.1104, 0.7155, 0.1633, -1.2236, 0.4181, -2.6329, -1.2534, -0.6778, 1.8564, -0.721, 0.117, -1.8348, -0.7618, 0.7175, 0.9495, 0.4772, -0.3202, 0.6249, -1.2146, 0.0303, -0.6035, 1.3406, -0.2668, 0.2365, -1.4507, 0.4297, 0.0786, 0.3521, -0.1459, 1.3513, -0.6, 1.5622, -0.3553, -1.4985, 0.0792, 1.2149, -0.5813, -0.1015, -0.84]"
SIG-0067,dormant_account_spike,Long-dormant account suddenly showing high transaction volume. Variant 67: detected in retail channel with high confidence.,high,1382,2026-02-10,2025-05-13,"[0.7033, 1.3395, -0.155, -1.9125, 0.1101, 0.1893, 1.4847, -1.6065, -1.1723, -0.0695, 0.796, 0.7257, -1.4721, -0.4916, -0.1956, -2.3036, -1.1827, -0.0052, 0.5049, 0.0264, 0.4641, -0.653, -0.1725, 1.0643, 0.5442, -0.549, -0.3309, -0.0034, 1.6923, 0.522, -0.6512, -0.2762, 1.1053, 0.294, -1.7105, 0.316, 0.6611, 1.0431, 0.5969, -0.8727, -0.0558, -0.3012, -0.5853, 0.8711, -0.3831, -0.3626, 2.2205, 0.3645, -0.8077, -0.7404, -0.8876, 0.7575, -1.1293, -0.1392, -0.4845, -0.8403, -0.9163, -0.6531, -0.5126, -1.7205, 0.0447, -0.693, -0.5916, 0.5664]"
SIG-0068,dormant_account_spike,Long-dormant account suddenly showing high transaction volume. Variant 68: detected in atm channel with medium confidence.,medium,4953,2026-02-07,2024-12-22,"[0.4727, 0.1635, -0.6787, -1.0106, 0.1928, -0.8244, 0.9803, 0.6709, 0.227, 0.215, -1.0438, 0.078, -0.9126, -1.7896, 0.026, 0.2274, -0.81, -0.8351, -1.2954, 0.8024, -1.0318, -0.4064, -0.0698, -1.5129, -0.5781, -0.7417, 1.1729, -1.1898, 0.8355, -0.4286, -0.7308, -0.9376, -1.6724, 0.5903, 0.8799, -2.0508, -0.0429, 1.2053, -1.0851, -1.1891, -0.2326, 0.2577, 0.6278, -1.2771, 0.9512, 0.7521, -1.1362, 0.2506, 0.2519, 0.6192, -0.8252, 1.6883, 2.5652, -0.2882, -0.6946, 0.9232, -0.5489, 1.8337, 0.5267, 1.4938, 0.7727, 0.517, -0.3497, 0.034]"
SIG-0069,impossible_travel,User login from geographically distant locations within impossible timeframe indicating compromised credentials. Variant 69: detected in international channel with high confidence.,high,2869,2026-02-11,2024-07-21,"[-0.0486, 0.5089, 0.7401, -0.0111, -0.2806, -1.1346, 0.7283, 0.4531, -0.9696, -1.1789, 0.9458, -0.0201, 0.7237, -1.219, -0.1004, -0.3361, -1.8616, -0.1025, -0.3796, -0.0513, 2.0427, 0.7099, -0.7618, -1.2446, 0.8209, -1.1329, 1.8036, -0.1431, -0.0999, 0.6353, 2.5828, 0.4886, 0.6572, 0.1684, 1.1322, 0.67, -0.6666, -0.5495, -1.1035, 0.5336, 1.9969, -1.0925, 0.6412, -0.1487, -1.6482, -0.217, -2.0006, -0.1573, -0.7987, 0.3463, -1.8552, -1.7317, -0.4928, -0.0319, 1.7631, -2.7301, -0.2548, 0.9366, -0.0921, -0.4689, 1.1782, 0.5356, -1.1847, 1.494]"
SIG-0070,device_switching,Rapid switching between multiple devices and browsers suggesting credential sharing. Variant 70: detected in atm channel with high confidence.,medium,1124,2025-12-05,2025-07-05,"[-1.446, 0.3153, -0.1662, -2.0221, -0.3346, 0.164, -0.2903, -0.2085, -0.7419, 3.5677, 0.2161, -0.6036, 0.4323, 0.3395, 1.1986, 0.1463, 1.3258, -0.7898, -1.0436, -2.263, -0.2525, -0.4211, -0.4787, 1.2651, 1.1122, 1.0962, 0.3475, -0.0181, 0.0223, 0.778, -0.4246, -1.0138, 0.5396, -1.9093, -1.1588, 0.2311, -0.2841, -2.4511, 0.9329, 0.7175, -0.3857, -1.0427, -0.0019, -1.2636, 1.8535, -0.2355, 0.2245, -0.5134, 0.0343, -0.202, -0.0996, 1.175, -0.8162, -0.7223, 0.3123, -0.8342, -0.762, -1.6222, 0.3067, -0.4807, 0.4087, 1.3238, -0.5002, -0.7374]"
SIG-0071,late_night_wire,High-value wire transfers initiated during unusual hours for the account holder timezone. Variant 71: detected in international channel with high confidence.,medium,4007,2025-12-14,2024-08-05,"[-1.5936, 1.8899, -1.537, -0.2067, -0.3459, 0.4517, -0.5113, 0.7647, 0.7027, -0.2816, -1.021, -1.7245, 0.482, -0.7415, 0.9478, -0.9041, -0.044, 0.3266, 0.4745, 0.3704, -0.5036, 0.7592, -0.7942, 0.6869, 1.2596, 1.7204, 1.7713, 1.1074, 1.0888, -0.2106, 0.27, -2.2118, 0.8083, 0.7227, -0.2705, -1.5743, 0.8269, 1.2276, -0.0692, -0.1438, -0.9956, 0.1882, 0.76, 0.2285, 0.7045, -0.9129, 1.2802, -1.0181, -2.0594, 0.507, -0.9225, -1.82, -0.6831, 1.1218, 0.4708, 0.9684, 0.7605, -0.6988, 0.8774, -0.5839, -0.1838, -0.5021, 1.9859, -0.7019]"
SIG-0072,dormant_account_spike,Long-dormant account suddenly showing high transaction volume. Variant 72: detected in p2p channel with medium confidence.,high,4702,2025-12-06,2025-11-20,"[-1.5491, 1.3301, -1.2769, 0.1741, -1.442, -0.516, -0.4953, -0.7894, -0.9485, -1.862, 0.5935, 1.123, 0.8345, -0.0634, -0.7671, -0.0813, 0.7341, -1.448, -1.4156, 0.3774, -0.5879, 0.7957, -2.1339, 2.3696, -0.003, -0.0533, 0.3053, -1.0362, 0.2284, -0.2777, -0.9353, 1.7842, 0.0145, -0.7413, -1.5915, 0.3434, -0.6756, 0.5961, 0.8255, -0.3164, 0.6187, -0.8228, -0.3202, -0.3159, -0.7404, 0.7221, 0.2856, -0.2944, 0.3304, 0.2904, 0.7796, -0.7262, -0.9182, 0.2588, -0.734, 0.2162, 0.2757, 0.4414, 0.1633, 2.1737, 0.8896, -0.2932, 0.9393, 1.6109]"
SIG-0073,synthetic_identity,New account with thin credit file initiating high-value international transfers. Variant 73: detected in atm channel with high confidence.,medium,4100,2026-02-14,2025-07-19,"[0.4429, 0.7853, 0.8289, -1.644, 0.5742, -1.1095, -0.8321, -0.0102, 0.707, 0.5504, 0.8196, 0.268, -0.2923, -1.2037, -0.3042, -1.3966, -0.8429, -0.3138, -0.5222, 0.0281, -0.6662, 1.5006, -0.1613, 1.0325, -0.9298, 0.288, 1.4489, -1.5156, -0.1704, -1.9594, 1.4284, -0.5206, 1.1183, 0.8922, -1.6115, 0.4265, 1.5819, 1.1344, -0.8637, 0.4544, -1.6114, 2.7297, -1.3249, -0.4251, 0.4529, -1.0365, 0.2385, 1.1469, 1.174, 0.9008, -0.412, -0.1095, -0.6046, -0.4617, -2.6707, 1.2723, 0.5636, -0.8571, -2.3959, 1.4679, -1.0238, 0.7942, -0.6206, 0.0726]"
SIG-0074,late_night_wire,High-value wire transfers initiated during unusual hours for the account holder timezone. Variant 74: detected in retail channel with high confidence.,high,1975,2026-02-05,2024-08-25,"[0.2298, -0.1305, -0.9598, 1.9073, 1.3192, 0.6301, 0.3084, -1.5267, 0.8, 0.1262, 0.0549, 0.0766, -1.7358, -0.4347, -1.5527, 1.0979, 0.5476, 0.6755, -0.7103, 0.78, 0.0033, -1.6482, 0.1275, -0.4653, 1.7677, 1.4408, -1.2319, 0.0511, -0.3729, -2.3338, -1.6441, -0.8451, -0.2201, -0.3377, -0.479, 1.4738, 0.3815, 2.0214, -0.0425, -0.7764, 1.1822, 0.6533, -0.6241, -1.2782, 2.1434, -1.1546, 2.1745, 2.4544, -0.2127, -1.3113, -1.0731, -1.1677, 1.0134, 0.0663, -1.8583, 0.2712, -1.8645, 1.8836, 0.487, -0.5835, 0.5022, 2.182, -0.2254, -0.9658]"
SIG-0075,velocity_burst,Rapid succession of card transactions within minutes suggesting automated fraud bot. Variant 75: detected in p2p channel with medium confidence.,critical,4370,2025-12-15,2025-03-03,"[1.602, 0.4883, -1.3608, 0.5993, -0.4049, -0.0322, -0.2881, -0.7594, 2.0284, 1.3919, 0.6328, 0.9207, 1.8066, 1.0993, 0.2407, -0.0207, -0.0944, -1.1767, 1.2736, -0.1222, -0.0393, 0.3293, -0.1708, 0.4516, -0.3007, 0.6108, -0.9249, -0.3656, 0.0326, -1.2459, -1.364, -0.8302, 0.5561, -1.9544, -0.6114, 1.1031, 0.169, 1.2037, 0.6587, 1.7633, 0.0793, -1.3461, 0.0912, -0.3608, -0.6977, 0.2855, -1.1496, -0.6271, 1.3305, 1.6969, 0.2031, -1.6406, 0.8588, -1.2899, -0.5078, -0.2695, 1.2565, -0.191, 0.1319, -1.5378, 2.0061, 0.4216, 1.7076, 0.565]"
SIG-0076,bot_typing_pattern,Abnormally consistent typing cadence suggesting automated input rather than human. Variant 76: detected in international channel with high confidence.,high,3129,2026-02-12,2024-03-05,"[-1.1097, 0.7243, -0.6577, 0.4506, 0.0975, -1.2181, -1.0164, -0.6047, -0.2707, -0.6503, -0.4733, 0.6166, 0.5521, -1.4562, -1.3724, -0.3241, -1.2288, -1.203, -0.9707, 1.8049, 0.1934, 0.5027, 0.0741, 0.3474, 1.2387, -0.742, -0.6282, 0.6509, 0.94, -0.543, 2.5994, -1.2895, -0.8331, -0.727, 0.1408, -0.3067, 0.3986, 0.3578, 0.315, -1.4107, 1.0663, 0.7193, 1.0248, -0.8709, 2.4043, -1.0926, 0.0657, -0.3762, 0.6743, 0.3942, -0.3463, 0.6627, -0.1739, -0.1758, -0.8757, 0.1078, -0.2278, 0.4247, 2.5061, -0.0609, -0.4461, 0.1759, -0.9742, 1.6276]"
SIG-0077,synthetic_identity,New account with thin credit file initiating high-value international transfers. Variant 77: detected in international channel with medium confidence.,high,1932,2025-12-13,2024-05-03,"[-0.4705, -0.9596, -0.4057, -1.4122, -0.5383, 0.1525, -0.6898, 1.1842, -1.1874, -1.3469, 0.3534, -0.4389, -0.8067, 0.1954, -0.4105, -0.0145, -0.9447, 0.139, -1.3013, -0.3832, 0.5994, -0.7541, -0.136, -1.0348, 0.1971, -0.083, -0.7644, 0.8989, -0.3314, 0.4173, 0.0273, -1.647, 0.4672, 0.2557, 0.7404, -0.092, -1.1227, -2.3782, 0.0822, -0.9393, 0.4867, -0.9197, -0.5504, -0.0831, -0.2408, 2.1285, -0.158, 0.2792, 0.0257, 0.3347, 0.2161, -1.9895, -0.562, 0.2033, -0.9935, 0.3996, -0.4492, 1.2869, 0.0737, 0.9192, -1.6949, -1.9954, -0.329, -0.7803]"
SIG-0078,mfa_change_high_value,"MFA settings changed shortly before high-value wire transfer initiated, typical account takeover pattern. Variant 78: detected in atm channel with high confidence.",medium,1618,2026-02-06,2025-02-02,"[-0.0289, 0.1418, 0.2651, 0.2394, 1.2485, -0.4545, 0.6625, 0.6247, 0.7164, -1.6417, -0.0233, 0.2156, -1.1916, 1.0623, 0.715, -0.0688, -1.3061, 1.0188, 0.8885, 0.7362, -1.7198, -0.9496, -0.2532, -0.8817, -0.9259, -1.7586, 0.4063, 0.1435, -2.3213, -1.881, -3.0463, 3.632, -0.3441, -0.8507, 0.1088, -1.5215, 0.5441, -0.3307, 1.2452, -0.6706, 0.4087, -0.3861, 0.0543, 0.4489, -1.5905, 0.0824, 0.1387, -0.4332, -1.8855, -1.2277, -0.6323, -2.6446, 1.9007, -1.4159, -1.6402, -0.4377, -0.1207, -1.2843, 0.9627, -0.055, -1.081, 0.8206, -0.848, -0.1962]"
SIG-0079,round_amount_pattern,Multiple transactions at exact round dollar amounts suggesting test transactions. Variant 79: detected in atm channel with medium confidence.,high,1153,2026-02-27,2024-12-17,"[0.0747, -0.3034, 0.5457, 0.9473, -0.6916, 1.1765, -0.1459, -0.3468, -0.9946, 1.7467, 0.6764, 1.1102, 0.8154, 0.0996, 0.1618, 2.4739, -0.5302, -0.2263, -0.0609, 0.1874, -0.4545, -1.3628, 1.4029, -0.5457, 0.7559, 2.2521, 1.9276, -0.1581, 0.4798, 0.0442, -2.1995, -1.745, -1.6397, -0.2474, -0.3909, -0.2208, 0.4745, 1.8411, 0.8001, 0.3784, -0.3419, 1.576, -0.5632, -1.004, -0.036, -0.6333, 0.5728, -0.7024, 0.9683, 1.6038, -0.9543, -0.5304, 1.3396, -0.4756, -1.3414, -0.403, 0.7994, 1.3427, 0.0033, 0.5865, 1.0818, 0.9045, 0.0201, 0.5478]"
SIG-0080,bot_typing_pattern,Abnormally consistent typing cadence suggesting automated input rather than human. Variant 80: detected in wire channel with high confidence.,high,4702,2025-12-24,2025-05-30,"[-0.6122, -0.2535, 0.5645, 0.0345, -1.4604, -0.1745, -1.2153, 0.3921, -0.364, -2.3694, -0.0262, -0.405, 0.7218, 2.7335, -2.335, -1.3461, -0.3881, 0.5771, -0.8066, 1.4791, -0.8531, -0.8546, 0.6877, 0.3869, -0.939, 0.6223, -1.4938, 0.6801, -0.9077, -0.4781, -0.1057, -0.2287, -0.8194, 0.6854, -0.1461, 1.8646, 0.4082, 0.7726, 0.2482, 2.1142, 0.2772, 0.1268, -0.7391, 0.7863, -0.3769, 0.1794, -0.0363, 0.9898, -0.3091, -0.0617, -0.1719, -0.1745, -0.3646, 1.3815, 0.5062, 2.1484, -1.3726, 0.4601, -0.5994, 0.0404, -0.1203, -2.2684, 1.4503, -0.6181]"
SIG-0081,mfa_change_high_value,"MFA settings changed shortly before high-value wire transfer initiated, typical account takeover pattern. Variant 81: detected in retail channel with medium confidence.",medium,1008,2025-12-20,2024-10-08,"[-0.1649, -0.4111, 1.024, -0.4318, 1.8495, 0.8558, -0.1473, 0.2428, 0.2909, 1.9159, -1.3254, -0.3337, -0.2718, 0.6478, 1.4614, 0.1487, 2.8986, 0.0182, -0.6482, -0.9061, 0.619, 1.153, 0.0204, 0.2175, 0.2201, 1.8487, 1.0167, 0.7386, -1.3121, 2.0596, -0.1332, 1.7172, 0.7808, 0.6518, -0.3563, -0.6031, -0.9696, -0.8822, 0.903, -0.3155, -0.304, -0.2913, 0.3955, -0.4501, 0.6851, -0.6931, 0.1179, 0.3562, -0.6052, -0.6819, -0.8956, -1.2575, -0.2682, -0.6566, 0.4584, -1.9571, 0.4662, -0.0813, -0.3641, -0.0863, -0.6853, 1.696, 1.9231, -1.7461]"
SIG-0082,impossible_travel,User login from geographically distant locations within impossible timeframe indicating compromised credentials. Variant 82: detected in wire channel with medium confidence.,critical,2750,2025-12-07,2024-12-05,"[0.349, 0.1728, 0.7218, -1.2615, -1.1946, -0.797, -0.6028, -0.0467, 0.8715, 0.5154, 2.0466, -0.3258, 2.4634, 0.288, -0.4561, -1.2587, 0.7398, 0.6573, 0.8455, 1.0488, -1.5994, -0.694, -0.6645, -1.0938, -0.4545, 0.0299, 1.1106, -0.4909, 0.9583, -0.7203, 0.4801, -0.5417, 0.1794, 0.4284, 2.4939, -0.7887, -0.5952, -0.451, 0.3151, 0.8201, -0.8937, -1.3024, -1.2377, -1.0803, -1.2083, -1.5528, 0.5112, -0.0235, -0.0713, -0.166, 1.6038, -0.403, 0.0916, 0.4333, -0.039, -0.5868, 0.596, -0.0092, 1.0007, -0.7753, 1.3187, 0.8042, -0.4254, 0.7799]"
SIG-0083,round_amount_pattern,Multiple transactions at exact round dollar amounts suggesting test transactions. Variant 83: detected in international channel with high confidence.,high,2390,2026-01-18,2025-08-16,"[0.1309, -0.4457, -1.3997, 1.2987, 1.3411, -0.6287, 2.0708, -0.7165, 0.5223, 0.2174, -0.4537, -0.0367, -0.4292, 1.3622, 0.0446, -0.8348, -1.9655, -0.0168, -2.5356, 0.939, -0.81, -0.7044, 0.0163, -0.8339, 2.1785, -1.4123, 0.6404, -0.3734, -1.0239, 1.5558, 0.0196, -0.977, -0.4122, -0.7225, -2.1467, -0.1548, -2.9641, -1.3154, -1.6166, 1.5268, -0.9104, 0.2156, 1.1465, -0.8798, -0.6287, -0.4342, 0.7332, 0.2844, 1.8624, -0.3404, 0.1336, 0.3681, 1.6773, -1.6026, 0.7648, 0.6547, -0.1651, -1.1008, -2.2517, 0.0152, 0.395, 0.7335, 1.6265, 0.5918]"
SIG-0084,bot_typing_pattern,Abnormally consistent typing cadence suggesting automated input rather than human. Variant 84: detected in international channel with high confidence.,critical,1086,2026-01-09,2025-04-19,"[-1.0598, -1.4035, 0.5089, 1.521, 0.6851, 0.027, 0.4769, 0.8783, 0.2962, 0.5098, -1.1438, -0.0551, -1.1715, 0.2184, -1.941, 0.7541, 0.6152, -0.676, 1.3355, -1.9426, 0.7913, -1.384, -1.8309, 0.3121, -0.2775, -0.1693, -0.7865, -1.4158, -0.0312, -0.5109, 0.1437, 0.2423, 2.5274, -2.4748, -0.9031, 0.0678, -0.5881, -0.1436, -1.7358, -0.2469, -0.435, 1.6791, -0.4356, 0.4614, -0.6031, -0.5455, -0.3642, -0.4397, -0.3746, -0.9182, 1.6378, -0.6958, 0.1149, 1.4597, 0.9996, 0.8556, 0.7894, 0.416, 0.5093, 1.0435, -0.8844, 0.7996, -1.1177, -0.0223]"
SIG-0085,impossible_travel,User login from geographically distant locations within impossible timeframe indicating compromised credentials. Variant 85: detected in international channel with high confidence.,medium,4434,2026-01-08,2025-07-29,"[0.9814, -0.2275, 0.5976, 1.2088, -0.0419, 0.6985, -1.0813, -0.3851, -0.5546, -0.6099, 1.3825, -0.8381, -1.3629, 0.4911, -1.0015, 1.3404, 0.2438, -1.3661, 0.7076, -0.2856, -0.0712, 0.6962, 0.7015, 0.1942, 0.9491, 0.5423, 0.4452, -0.0773, -0.1738, 0.5839, 0.4133, -0.0403, -0.1326, -1.0362, 0.4918, -0.2767, 0.0895, 0.7564, -0.4338, 0.316, -0.886, -0.545, 1.5717, -0.4656, -1.2913, -1.1418, -0.2579, 0.7756, -0.6676, -0.5977, 0.4681, 0.8508, -0.2651, 1.0772, -0.8876, 0.4118, 0.8398, -2.0286, 0.7832, -0.0487, -1.4188, 0.6587, 0.7309, 1.5904]"
SIG-0086,device_switching,Rapid switching between multiple devices and browsers suggesting credential sharing. Variant 86: detected in p2p channel with medium confidence.,high,3540,2026-01-03,2024-10-26,"[0.681, 1.1906, -0.868, 0.0552, 1.4565, 1.6902, 0.2821, 2.374, 0.1457, 0.1093, -1.1436, -1.0262, 0.0406, 1.014, 1.1841, 1.0394, -1.7287, 0.5923, 0.78, -1.1953, 0.1983, 1.6682, -0.4272, 0.5003, 0.5242, -0.3266, -2.1456, 0.1703, 0.1861, 1.227, -0.1108, 1.1531, 2.2228, 1.1444, 0.4949, -1.193, 0.5471, -0.9536, 0.7724, -0.7507, -0.6389, -0.2247, -1.2811, -0.9378, 0.2386, -1.765, -0.2508, -1.8017, -1.1561, 0.1481, -0.9101, 0.2491, 0.3478, -0.1925, 0.7968, -1.7117, -0.4814, 0.5115, 1.9433, 0.1588, -0.6919, 0.0208, 1.0868, -0.5105]"
SIG-0087,round_amount_pattern,Multiple transactions at exact round dollar amounts suggesting test transactions. Variant 87: detected in p2p channel with high confidence.,high,1783,2026-03-05,2025-06-16,"[-0.3387, -0.3315, 1.0445, 0.1114, -0.4448, 3.1889, -1.5705, 1.528, -0.3252, 0.0284, 0.9974, -0.663, 0.187, -1.095, -0.0016, -0.1979, 0.186, -0.2268, -0.1911, -0.9834, -0.5929, -0.153, -1.3914, -1.0146, 0.0335, -1.1942, 0.2892, -0.2977, -0.4734, -1.1173, 1.2773, -0.4298, 0.7629, -1.5796, 0.0968, -0.321, -0.6032, 0.526, -1.128, -0.8477, 1.1882, -1.5504, 0.9757, 2.8754, -0.8589, 1.1122, 1.1093, -0.6549, -1.4532, -1.0371, -0.2202, 1.086, 1.7843, -2.217, -0.6522, -1.1249, -0.7515, -0.8442, -0.4317, 0.4042, -1.9143, -1.5805, -0.3917, -0.6714]"
SIG-0088,round_amount_pattern,Multiple transactions at exact round dollar amounts suggesting test transactions. Variant 88: detected in retail channel with medium confidence.,high,4009,2026-03-04,2025-04-10,"[0.2306, -0.7748, -1.0221, 1.2298, 1.0764, 0.6118, 0.0668, -0.219, -0.0937, 0.4689, -0.3823, -0.6741, 0.3229, -0.6462, -0.5944, -0.806, 0.0867, -0.1627, -0.2914, 0.9918, 1.1008, 0.6995, 1.1292, 1.2207, 0.1572, 0.5902, 0.0537, 0.5633, -0.9114, 0.7979, 0.1558, -0.3973, 1.4989, 0.8446, -1.2938, -3.1406, 1.0219, -0.998, -0.4241, -0.6623, -2.3427, -2.3287, -1.2379, -0.4132, -1.0785, -0.0704, -0.246, -1.61, -1.184, -0.3315, 0.02, -2.1351, 0.7049, 0.4045, -0.1617, -1.8243, 0.9138, 1.3698, -0.4321, 0.8331, -1.0744, -0.374, 1.3666, -0.0363]"
SIG-0089,ip_hopping,Login attempts from multiple IP addresses across different countries in short timeframe. Variant 89: detected in p2p channel with high confidence.,medium,1680,2025-12-23,2025-03-23,"[0.1698, 1.4172, -0.7508, 1.4235, -0.2228, 0.3069, -1.4977, -1.2773, 1.1585, 2.3619, 1.0767, -0.2498, 0.742, 1.0029, -0.5324, 2.2204, 1.2517, -0.4135, -0.9794, -0.9143, 1.4091, 0.4194, 0.1699, -0.3965, -0.5446, -1.9562, -0.6079, 1.7354, 0.1877, 0.5644, 0.8894, -0.2324, -0.1103, -1.3373, 2.5006, 0.1667, 0.0691, 2.2199, -0.85, -0.8659, 0.6022, 1.5415, 1.0411, 0.437, 0.1918, 1.1923, 1.1019, -0.5508, 0.1253, -0.1144, -0.9761, -1.1275, 0.2044, -0.0874, -0.3585, -0.2128, -0.1715, -0.969, 0.4276, -0.7584, 0.93, -2.3927, 1.1143, -1.0643]"
SIG-0090,round_amount_pattern,Multiple transactions at exact round dollar amounts suggesting test transactions. Variant 90: detected in atm channel with medium confidence.,high,1034,2025-12-19,2025-09-19,"[1.7458, 1.208, 0.5662, -0.6718, 0.3066, -0.0101, -2.2166, -0.1353, 2.3709, 0.6532, -0.4881, 1.1502, -0.5206, -0.4059, -1.3107, 1.7908, -0.9936, 0.1681, 0.9564, -0.1513, -0.9265, -0.4978, -0.8125, -0.6769, -0.309, 0.8165, 0.3536, -2.1559, 0.9385, -0.3366, -1.3024, 0.0263, 0.3536, 0.1362, -0.2705, 1.5206, 0.1658, -0.9239, 1.6411, 1.4365, 0.7578, 1.0633, 0.6102, 1.1993, 1.0696, 0.6276, 0.9235, 0.195, -0.5915, -0.4122, 0.2035, 0.2857, 0.2764, -1.1586, -0.4836, 0.6343, 0.6794, -1.3517, -1.3184, 0.0592, 0.765, -0.4923, 0.4155, 0.1598]"
